Date,Open,High,Low,Close,Adj Close,Volume
2015-05-05,114.75,114.96666717529297,112.36000061035156,112.66666412353516,111.50550842285156,6056700
2015-05-06,113.9433364868164,114.66666412353516,112.2699966430664,113.57333374023438,112.40283966064453,6186000
2015-05-07,114.37666320800781,114.9800033569336,112.9000015258789,114.70333099365234,113.52118682861328,4801500
2015-05-08,116.26000213623047,117.90666961669922,116.02999877929688,117.37999725341797,116.17024993896484,6302400
2015-05-11,117.99666595458984,118.30999755859375,117.0,117.43000030517578,116.2197494506836,3516000
2015-05-12,116.30333709716797,117.6433334350586,115.336669921875,117.26333618164062,116.0547866821289,6048000
2015-05-13,117.59666442871094,118.38666534423828,116.39666748046875,116.94999694824219,115.74468994140625,3414300
2015-05-14,117.8066635131836,118.55000305175781,115.9800033569336,118.52999877929688,117.30840301513672,4252200
2015-05-15,118.63999938964844,118.99666595458984,117.93333435058594,118.53666687011719,117.31501770019531,3575700
2015-05-18,117.98666381835938,120.22333526611328,117.98666381835938,120.0999984741211,118.86221313476562,4345800
2015-05-19,120.2699966430664,120.6500015258789,119.52999877929688,120.16000366210938,118.9216079711914,3495600
2015-05-20,120.16000366210938,121.9000015258789,119.0433349609375,121.19666290283203,119.94759368896484,4174800
2015-05-21,121.38333129882812,121.76000213623047,120.54000091552734,121.19999694824219,119.95088958740234,2675700
2015-05-22,121.17666625976562,121.83000183105469,120.88999938964844,121.51333618164062,120.26099395751953,2651100
2015-05-26,120.836669921875,121.4000015258789,119.5,120.0999984741211,118.86221313476562,3967800
2015-05-27,120.0999984741211,122.33333587646484,119.8499984741211,122.31999969482422,121.05934143066406,4057200
2015-05-28,121.77999877929688,122.33000183105469,120.66666412353516,121.62999725341797,120.37645721435547,4662300
2015-05-29,121.51667022705078,122.61333465576172,121.06999969482422,121.67666625976562,120.42265319824219,6650400
2015-06-01,122.33333587646484,122.4566650390625,120.19999694824219,121.60333251953125,120.35005187988281,4046400
2015-06-02,121.13999938964844,122.04000091552734,120.09333038330078,121.15333557128906,119.90470123291016,5007000
2015-06-03,121.87999725341797,122.06666564941406,120.86000061035156,121.6066665649414,120.35336303710938,2614200
2015-06-04,121.20999908447266,122.05999755859375,120.0199966430664,120.93000030517578,119.68367004394531,4602900
2015-06-05,120.49333190917969,122.56999969482422,119.69999694824219,122.34666442871094,121.08573913574219,6040200
2015-06-08,122.37333679199219,122.6500015258789,121.086669921875,121.66999816894531,120.41604614257812,4745700
2015-06-09,121.61333465576172,121.65666961669922,119.48999786376953,120.21333312988281,118.97439575195312,7665600
2015-06-10,119.91999816894531,122.02999877929688,119.26667022705078,121.9433364868164,120.68657684326172,5847000
2015-06-11,122.31666564941406,122.87000274658203,121.76667022705078,122.69000244140625,121.42554473876953,3821700
2015-06-12,121.91000366210938,122.30000305175781,120.66666412353516,121.30000305175781,120.04984283447266,3837900
2015-06-15,120.30000305175781,121.36333465576172,119.41000366210938,121.22666931152344,119.97730255126953,4170000
2015-06-16,120.66999816894531,121.84666442871094,120.5,121.45999908447266,120.20822143554688,2786100
2015-06-17,121.91999816894531,122.66666412353516,121.46333312988281,122.18333435058594,120.92407989501953,3907800
2015-06-18,122.72000122070312,126.12000274658203,122.51000213623047,125.95999908447266,124.66183471679688,10119600
2015-06-19,126.0,126.38666534423828,125.0,125.83000183105469,124.53316497802734,6169800
2015-06-22,126.8933334350586,127.84666442871094,126.43000030517578,127.72333526611328,126.40701293945312,5211300
2015-06-23,127.83333587646484,128.33999633789062,126.9366683959961,127.75,126.4333724975586,3612300
2015-06-24,127.45999908447266,127.76000213623047,125.5199966430664,125.86333465576172,124.58503723144531,3753900
2015-06-25,126.0199966430664,126.65666961669922,124.50666809082031,125.27999877929688,124.00760650634766,4518300
2015-06-26,125.66666412353516,125.83333587646484,123.0999984741211,124.26000213623047,122.99796295166016,5629800
2015-06-29,122.663330078125,123.97666931152344,120.19000244140625,120.19000244140625,118.96931457519531,6110100
2015-06-30,122.05999755859375,123.38999938964844,121.08999633789062,122.98999786376953,121.74088287353516,6465600
2015-07-01,124.68000030517578,125.0,122.63666534423828,123.30000305175781,122.04769134521484,4024800
2015-07-02,124.03333282470703,124.03333282470703,122.6866683959961,123.44999694824219,122.1961898803711,2522400
2015-07-06,122.55333709716797,125.27666473388672,122.0,124.12000274658203,122.8593978881836,3436200
2015-07-07,124.41999816894531,124.63999938964844,121.94999694824219,124.47333526611328,123.20913696289062,4275600
2015-07-08,123.0,123.58333587646484,120.62999725341797,120.92666625976562,119.69847869873047,7446600
2015-07-09,122.7699966430664,123.1433334350586,121.78333282470703,122.24666595458984,121.00506591796875,3891900
2015-07-10,124.00666809082031,124.28666687011719,122.51333618164062,124.26667022705078,123.00457763671875,4064100
2015-07-13,125.4000015258789,126.69000244140625,125.33333587646484,126.38333129882812,125.09972381591797,3642600
2015-07-14,126.8066635131836,129.55999755859375,126.41666412353516,129.31333923339844,127.99999237060547,5626200
2015-07-15,131.02000427246094,132.31333923339844,129.6999969482422,130.25332641601562,128.930419921875,7240200
2015-07-16,131.1699981689453,132.16000366210938,130.4499969482422,131.88999938964844,130.55044555664062,4417500
2015-07-17,131.6666717529297,132.56333923339844,130.9499969482422,132.52999877929688,131.18399047851562,3879600
2015-07-20,133.08999633789062,133.59666442871094,132.1666717529297,132.6666717529297,131.31927490234375,3635100
2015-07-21,132.6666717529297,132.88999938964844,130.34666442871094,131.8300018310547,130.4910888671875,4172700
2015-07-22,130.0366668701172,131.8699951171875,129.6366729736328,131.4499969482422,130.11492919921875,4094100
2015-07-23,131.4499969482422,132.52667236328125,130.77333068847656,131.25,129.91696166992188,5461200
2015-07-24,128.8766632080078,129.6666717529297,125.31999969482422,125.86000061035156,124.58173370361328,11766300
2015-07-27,124.81666564941406,125.52333068847656,123.2300033569336,124.52666473388672,123.2619400024414,8741400
2015-07-28,125.91999816894531,127.77666473388672,124.5633316040039,127.61333465576172,126.31724548339844,6431700
2015-07-29,128.25,128.4933319091797,124.8933334350586,125.80999755859375,124.53221893310547,4540800
2015-07-30,124.66666412353516,126.71333312988281,123.43333435058594,126.26667022705078,124.9842529296875,4700700
2015-07-31,127.13999938964844,128.4566650390625,126.58333587646484,127.51000213623047,126.21495819091797,3256200
2015-08-03,127.80000305175781,128.5,126.27666473388672,127.37666320800781,126.08297729492188,2483700
2015-08-04,128.086669921875,128.94000244140625,127.40333557128906,127.9366683959961,126.63728332519531,2487300
2015-08-05,128.94000244140625,130.01666259765625,128.5,128.9066619873047,127.59741973876953,3444600
2015-08-06,129.11666870117188,129.2133331298828,123.20999908447266,123.36000061035156,122.10710906982422,9180000
2015-08-07,124.0,124.0,120.5433349609375,122.88999938964844,121.64189147949219,10519200
2015-08-10,124.13333129882812,125.51000213623047,123.54666900634766,123.8066635131836,122.54924011230469,5478300
2015-08-11,122.79000091552734,124.17666625976562,121.24666595458984,122.38999938964844,121.14694213867188,4472700
2015-08-12,121.17666625976562,123.70999908447266,119.03666687011719,123.38666534423828,122.13349151611328,6894600
2015-08-13,123.70999908447266,124.13999938964844,121.88999938964844,122.12999725341797,120.88958740234375,3201000
2015-08-14,121.99666595458984,122.30999755859375,119.7066650390625,121.35333251953125,120.12080383300781,4200300
2015-08-17,120.50333404541016,124.0,120.0199966430664,123.87333679199219,122.615234375,3870600
2015-08-18,123.76667022705078,124.30333709716797,122.5566635131836,122.76000213623047,121.51321411132812,2232600
2015-08-19,121.66666412353516,122.97333526611328,120.52333068847656,121.88999938964844,120.65204620361328,4169100
2015-08-20,120.66666412353516,121.61666870117188,116.9000015258789,116.94000244140625,115.75231170654297,7516500
2015-08-21,115.06666564941406,117.913330078125,113.26667022705078,113.27999877929688,112.12947845458984,14558700
2015-08-24,104.09666442871094,113.41000366210938,94.72000122070312,108.2933349609375,107.1934814453125,14632500
2015-08-25,112.33333587646484,115.01333618164062,108.41999816894531,108.41999816894531,107.31884765625,8665500
2015-08-26,111.66666412353516,114.11000061035156,108.16666412353516,113.91666412353516,112.75968933105469,8207700
2015-08-27,116.1433334350586,117.23666381835938,114.36666870117188,116.97000122070312,115.78199768066406,8760000
2015-08-28,116.25,117.76000213623047,115.81666564941406,117.76000213623047,116.5639877319336,5060700
2015-08-31,117.33999633789062,118.16666412353516,113.62999725341797,113.99666595458984,112.83888244628906,5460600
2015-09-01,111.31666564941406,113.6433334350586,110.56666564941406,111.11333465576172,109.98480987548828,6798300
2015-09-02,112.5566635131836,115.41000366210938,111.14666748046875,115.41000366210938,114.23786163330078,5130300
2015-09-03,115.40666961669922,116.48999786376953,112.5,112.87666320800781,111.73023986816406,6551700
2015-09-04,111.20333099365234,113.66666412353516,110.67333221435547,112.36666870117188,111.22543334960938,5403600
2015-09-08,114.73332977294922,117.38666534423828,114.08999633789062,117.25666809082031,116.06576538085938,6017400
2015-09-09,118.30000305175781,118.80999755859375,114.37999725341797,114.73999786376953,113.57466125488281,5736000
2015-09-10,114.73332977294922,117.5,114.4566650390625,116.90666961669922,115.71931457519531,5133900
2015-09-11,116.0433349609375,118.31999969482422,115.83333587646484,118.24666595458984,117.04570007324219,4027200
2015-09-14,118.21333312988281,118.62999725341797,116.5,117.80000305175781,116.60357666015625,2611200
2015-09-15,118.08333587646484,119.39666748046875,117.16666412353516,119.15333557128906,117.94316101074219,3548700
2015-09-16,119.21666717529297,119.94999694824219,117.23666381835938,118.37999725341797,117.17770385742188,5234100
2015-09-17,118.33333587646484,122.1866683959961,118.01667022705078,120.83333587646484,119.60609436035156,6697500
2015-09-18,118.63999938964844,120.28666687011719,118.63999938964844,118.91999816894531,117.71220397949219,6016500
2015-09-21,119.8133316040039,119.91999816894531,112.5199966430664,113.48999786376953,112.33734130859375,16399500
2015-09-22,111.7300033569336,112.63333129882812,109.57666778564453,111.80000305175781,110.66453552246094,13431000
2015-09-23,111.5999984741211,113.03666687011719,110.11000061035156,110.94000244140625,109.81326293945312,5983500
