Date,Open,High,Low,Close,Adj Close,Volume
2015-09-24,109.84333038330078,110.77333068847656,106.70333099365234,108.73999786376953,107.63558197021484,12867000
2015-09-25,110.26333618164062,110.33333587646484,101.5199966430664,103.413330078125,102.36365509033203,27253500
2015-09-28,102.17666625976562,102.66666412353516,95.17666625976562,96.87000274658203,95.88673400878906,35551800
2015-09-29,97.22000122070312,101.10333251953125,95.50333404541016,96.49333190917969,95.5138931274414,24563100
2015-09-30,99.62666320800781,101.71333312988281,98.33999633789062,101.11000061035156,100.08369445800781,17572500
2015-10-01,101.06999969482422,101.9800033569336,99.0,101.65333557128906,100.62151336669922,11092800
2015-10-02,99.07333374023438,105.33333587646484,99.07333374023438,105.17666625976562,104.10909271240234,12829500
2015-10-05,106.16666412353516,107.86333465576172,102.88666534423828,104.4000015258789,103.34032440185547,10434900
2015-10-06,103.1500015258789,103.33333587646484,97.51667022705078,100.63666534423828,99.61517333984375,17507400
2015-10-07,100.99666595458984,103.81999969482422,99.18333435058594,102.59666442871094,101.55528259277344,14959200
2015-10-08,102.0566635131836,103.09666442871094,98.9366683959961,102.4000015258789,101.36060333251953,11133300
2015-10-09,102.4366683959961,103.83333587646484,101.20333099365234,102.81666564941406,101.7730484008789,6156000
2015-10-12,103.80999755859375,104.0999984741211,102.0,102.84666442871094,101.80274963378906,5952000
2015-10-13,101.90333557128906,104.16000366210938,99.48999786376953,99.586669921875,98.5758285522461,8836500
2015-10-14,100.75333404541016,102.4800033569336,99.13333129882812,100.52666473388672,99.50630187988281,13754100
2015-10-15,99.33333587646484,104.94999694824219,99.12666320800781,104.91999816894531,103.85501098632812,10670100
2015-10-16,105.0,106.11000061035156,103.33333587646484,104.77333068847656,103.7098388671875,9627900
2015-10-19,104.34333038330078,107.0199966430664,102.8933334350586,105.3133316040039,104.24435424804688,11850000
2015-10-20,105.2699966430664,105.41999816894531,101.81666564941406,101.98666381835938,100.95146942138672,9554700
2015-10-21,103.71333312988281,104.2300033569336,98.36666870117188,101.48666381835938,100.45654296875,18375000
2015-10-22,101.69666290283203,102.61000061035156,99.45999908447266,102.03666687011719,101.0009765625,11796000
2015-10-23,103.42666625976562,105.4366683959961,102.88999938964844,105.42666625976562,104.3565444946289,11672400
2015-10-26,105.0,107.40333557128906,103.75,105.81666564941406,104.74259185791016,7387500
2015-10-27,106.01667022705078,109.21666717529297,105.913330078125,109.21666717529297,108.10807800292969,7767300
2015-10-28,108.95333099365234,110.59666442871094,106.95999908447266,110.59666442871094,109.47406005859375,8876700
2015-10-29,110.79666900634766,112.29666900634766,109.16666412353516,109.51667022705078,108.4050521850586,7860600
2015-10-30,109.95333099365234,110.0,108.26333618164062,108.48666381835938,107.385498046875,6084900
2015-11-02,108.94000244140625,112.88666534423828,108.80000305175781,112.6866683959961,111.54288482666016,6058200
2015-11-03,112.3133316040039,113.75,111.04000091552734,113.02666473388672,111.87942504882812,6390600
2015-11-04,113.5,113.7300033569336,110.70333099365234,112.5433349609375,111.4009780883789,6015300
2015-11-05,111.84333038330078,111.98332977294922,109.23332977294922,110.37999725341797,109.25959777832031,7906200
2015-11-06,110.26333618164062,110.76667022705078,107.90333557128906,110.08000183105469,108.962646484375,6071700
2015-11-09,109.336669921875,110.98999786376953,109.09333038330078,110.1933364868164,109.0748291015625,3623700
2015-11-10,109.6433334350586,110.77999877929688,109.0199966430664,110.65333557128906,109.53018951416016,3300300
2015-11-11,111.0,111.163330078125,108.91999816894531,108.94999694824219,107.84412384033203,3448500
2015-11-12,108.34666442871094,109.2300033569336,101.93000030517578,106.70333099365234,105.62024688720703,5588700
2015-11-13,106.70333099365234,109.48666381835938,106.28333282470703,107.87999725341797,106.78499603271484,7596600
2015-11-16,107.16666412353516,108.33000183105469,105.836669921875,108.29666900634766,107.19742584228516,5008200
2015-11-17,108.8066635131836,110.50333404541016,107.73332977294922,109.71333312988281,108.59969329833984,4267500
2015-11-18,110.33000183105469,113.00333404541016,109.77333068847656,112.913330078125,111.76721954345703,7876800
2015-11-19,112.99666595458984,113.13666534423828,110.91000366210938,111.13999938964844,110.01188659667969,4864500
2015-11-20,111.77999877929688,112.23999786376953,110.9433364868164,111.163330078125,110.03500366210938,3689100
2015-11-23,111.10333251953125,112.93000030517578,111.01667022705078,111.97333526611328,110.8367691040039,5441700
2015-11-24,111.0566635131836,111.90666961669922,110.5,111.75666809082031,110.62229919433594,3404100
2015-11-25,111.66666412353516,113.18000030517578,111.65666961669922,112.94999694824219,111.80349731445312,3422100
2015-11-27,113.08000183105469,113.83999633789062,113.01000213623047,113.66999816894531,112.51622009277344,1374000
2015-11-30,113.9433364868164,114.29666900634766,110.69999694824219,111.4566650390625,110.32534790039062,5771100
2015-12-01,112.08999633789062,112.413330078125,110.47000122070312,112.05333709716797,110.91594696044922,6147300
2015-12-02,112.05333709716797,113.0,110.93333435058594,111.3133316040039,110.1834716796875,3737400
2015-12-03,111.37333679199219,111.6066665649414,106.61333465576172,107.32333374023438,106.2339859008789,7607700
2015-12-04,107.66666412353516,110.61000061035156,107.5633316040039,110.57333374023438,109.45098114013672,6663600
2015-12-07,110.16999816894531,110.34666442871094,107.84333038330078,108.09333038330078,106.99613952636719,5368200
2015-12-08,106.92333221435547,110.55000305175781,106.92333221435547,110.19666290283203,109.07811737060547,4528500
2015-12-09,109.50333404541016,110.3133316040039,107.6866683959961,108.4000015258789,107.29969787597656,4754100
2015-12-10,108.44999694824219,110.15666961669922,108.11000061035156,109.80333709716797,108.68880462646484,3627300
2015-12-11,108.73999786376953,109.27666473388672,106.5,106.62999725341797,105.54766845703125,7915200
2015-12-14,106.94666290283203,107.9000015258789,104.84333038330078,106.94666290283203,105.86111450195312,6553800
2015-12-15,108.38333129882812,110.38333129882812,107.86000061035156,109.99666595458984,108.88015747070312,5105700
2015-12-16,110.96666717529297,112.72000122070312,110.0,112.46666717529297,111.3250961303711,4420500
2015-12-17,113.0,113.0,110.45333099365234,110.7066650390625,109.58294677734375,7539900
2015-12-18,110.42666625976562,111.58999633789062,109.73666381835938,110.49666595458984,109.3750991821289,6702300
2015-12-21,110.55333709716797,111.04000091552734,109.38999938964844,110.70999908447266,109.58626556396484,2226300
2015-12-22,111.03666687011719,111.5,109.87000274658203,110.88666534423828,109.7611312866211,3122100
2015-12-23,111.83333587646484,113.16000366210938,111.6066665649414,112.9000015258789,111.75402069091797,3036900
2015-12-24,112.9433364868164,113.62000274658203,112.67666625976562,113.26333618164062,112.12427520751953,954900
2015-12-28,112.58333587646484,112.94000244140625,111.73332977294922,112.40666961669922,111.27622985839844,2553300
2015-12-29,113.0,114.62333679199219,112.836669921875,114.37000274658203,113.21980285644531,2558400
2015-12-30,114.01333618164062,114.46666717529297,113.29000091552734,113.62000274658203,112.47736358642578,2928600
2015-12-31,113.1933364868164,113.92333221435547,112.77333068847656,112.77666473388672,111.64249420166016,2885400
2016-01-04,110.38333129882812,110.59333038330078,108.17333221435547,108.9566650390625,107.86091613769531,9717000
2016-01-05,109.11333465576172,110.32333374023438,108.21666717529297,108.98666381835938,107.8906021118164,4901100
2016-01-06,106.83333587646484,108.53666687011719,106.01667022705078,107.04000091552734,105.96354675292969,6814800
2016-01-07,104.48999786376953,105.3933334350586,102.59333038330078,102.59333038330078,101.56157684326172,10040100
2016-01-08,104.16666412353516,104.43000030517578,100.52999877929688,100.73332977294922,99.72027587890625,7579500
2016-01-11,101.55000305175781,101.586669921875,95.01000213623047,97.2300033569336,96.252197265625,11290500
2016-01-12,98.5,100.80000305175781,95.35333251953125,98.73332977294922,97.74039459228516,11864100
2016-01-13,99.0,99.63333129882812,93.15333557128906,93.37999725341797,92.44090270996094,10349100
2016-01-14,93.50333404541016,98.37666320800781,91.15666961669922,97.14666748046875,96.16968536376953,13084200
2016-01-15,92.28666687011719,95.49666595458984,92.28666687011719,94.72666931152344,93.77404022216797,10547400
2016-01-19,95.88999938964844,96.63333129882812,91.0199966430664,92.61333465576172,91.68196105957031,9985800
2016-01-20,90.49333190917969,96.57666778564453,89.50666809082031,95.163330078125,94.20630645751953,13780200
2016-01-21,94.40666961669922,95.83333587646484,92.76000213623047,92.91666412353516,91.98223114013672,9902100
2016-01-22,95.27333068847656,96.38999938964844,93.913330078125,96.00666809082031,95.0411605834961,7226700
2016-01-25,95.67666625976562,96.84333038330078,94.3066635131836,94.4000015258789,93.45064544677734,5445000
2016-01-26,94.62000274658203,94.94999694824219,91.93333435058594,94.02666473388672,93.08106231689453,7225500
2016-01-27,94.62666320800781,95.29666900634766,90.48999786376953,91.13333129882812,90.2168197631836,7804200
2016-01-28,91.17333221435547,92.0566635131836,86.35333251953125,87.82333374023438,86.94012451171875,18116100
2016-01-29,87.62999725341797,89.44000244140625,86.82333374023438,89.01667022705078,88.1214599609375,8804700
2016-02-01,88.27666473388672,90.14666748046875,87.26667022705078,89.51000213623047,88.6098403930664,6125400
2016-02-02,88.24666595458984,88.92333221435547,86.24333190917969,87.00333404541016,86.12837219238281,7153200
2016-02-03,87.16666412353516,88.03666687011719,83.87666320800781,88.0,87.11500549316406,12018600
2016-02-04,87.51000213623047,90.58999633789062,86.66666412353516,88.2300033569336,87.34269714355469,11823600
2016-02-05,87.85333251953125,88.25666809082031,84.28333282470703,85.413330078125,84.55435943603516,12503100
2016-02-08,83.58333587646484,83.9366683959961,81.26667022705078,82.7066650390625,81.87489318847656,9744600
2016-02-09,80.23999786376953,84.40333557128906,80.01000213623047,82.80000305175781,81.96731567382812,10568100
2016-02-10,83.15333557128906,85.86000061035156,82.87999725341797,83.30999755859375,82.47216796875,6445800
2016-02-11,80.98332977294922,82.08333587646484,80.18333435058594,81.34666442871094,80.52857971191406,8374200
2016-02-12,82.49666595458984,83.78666687011719,80.53666687011719,83.7300033569336,82.88795471191406,7249800
2016-02-16,85.11333465576172,86.25,84.80000305175781,86.23999786376953,85.37271881103516,7945500
2016-02-17,87.836669921875,88.87333679199219,86.23332977294922,88.77333068847656,87.88054656982422,7645500
2016-02-18,89.05999755859375,89.19999694824219,86.336669921875,86.47333526611328,85.60369873046875,6281100
2016-02-19,86.21666717529297,87.58999633789062,85.17333221435547,87.27666473388672,86.39894104003906,5489400
2016-02-22,88.6500015258789,88.7933349609375,87.32333374023438,87.87333679199219,86.9896240234375,4351800
2016-02-23,87.44666290283203,88.2933349609375,85.73999786376953,85.8066635131836,84.9437255859375,4092600
2016-02-24,84.6933364868164,86.41999816894531,83.4000015258789,86.26000213623047,85.39250946044922,6380400
2016-02-25,86.66666412353516,87.71333312988281,85.55333709716797,86.44000244140625,85.57069396972656,3517200
2016-02-26,87.25,87.90666961669922,86.55000305175781,87.163330078125,86.28675842285156,5088300
2016-02-29,87.11000061035156,87.19999694824219,84.69666290283203,84.69666290283203,83.84489440917969,5165700
2016-03-01,85.52999877929688,88.4433364868164,84.58000183105469,88.42333221435547,87.53408813476562,8280000
2016-03-02,88.413330078125,89.93000030517578,88.02333068847656,89.37333679199219,88.47454071044922,6778200
2016-03-03,89.43000030517578,89.46666717529297,87.63999938964844,88.08000183105469,87.19419860839844,3186900
2016-03-04,88.2933349609375,89.24333190917969,87.13333129882812,87.70999908447266,86.82791137695312,7288200
2016-03-07,87.23332977294922,90.69000244140625,86.97333526611328,89.91999816894531,89.01568603515625,6287700
2016-03-08,89.48666381835938,89.65333557128906,86.48332977294922,86.70999908447266,85.8379898071289,5064900
2016-03-09,87.0999984741211,87.26667022705078,84.55333709716797,85.70999908447266,84.8480453491211,8793300
2016-03-10,85.91000366210938,87.4000015258789,84.13333129882812,85.02666473388672,84.17156982421875,6606900
2016-03-11,85.9800033569336,87.38666534423828,85.47333526611328,87.3133316040039,86.43524932861328,5350800
2016-03-14,87.25666809082031,87.88666534423828,86.8933334350586,87.14666748046875,86.27024841308594,2841300
2016-03-15,85.99333190917969,86.48999786376953,83.4800033569336,83.82333374023438,82.98035430908203,7684800
2016-03-16,83.82333374023438,85.16666412353516,82.25333404541016,83.4000015258789,82.56126403808594,9705600
2016-03-17,83.04000091552734,83.48332977294922,80.61666870117188,82.36333465576172,81.53502655029297,8577300
2016-03-18,82.66666412353516,84.30000305175781,81.60333251953125,83.77999877929688,82.93743896484375,8157300
2016-03-21,83.52999877929688,86.00666809082031,83.41999816894531,85.49666595458984,84.63685607910156,6484500
2016-03-22,85.0999984741211,87.98999786376953,84.91999816894531,87.69999694824219,86.81803131103516,7379700
2016-03-23,87.41999816894531,87.9800033569336,84.61666870117188,84.75333404541016,83.9498291015625,7237200
2016-03-24,84.16666412353516,86.39666748046875,83.06999969482422,85.16000366210938,84.35261535644531,6909000
2016-03-28,85.663330078125,85.95999908447266,83.8566665649414,84.02666473388672,83.23001098632812,4261800
2016-03-29,83.5999984741211,85.60333251953125,82.33333587646484,85.53666687011719,84.72571563720703,6835200
2016-03-30,86.33999633789062,87.46666717529297,84.55999755859375,84.9800033569336,84.17432403564453,6782100
2016-03-31,84.97333526611328,87.95333099365234,84.95999908447266,86.9366683959961,86.11244201660156,6299700
2016-04-01,86.79000091552734,89.59666442871094,85.86000061035156,89.4366683959961,88.58873748779297,10987800
2016-04-04,89.82333374023438,91.55999755859375,89.50666809082031,90.21666717529297,89.36134338378906,8947500
2016-04-05,89.5199966430664,90.98332977294922,89.01333618164062,89.87999725341797,89.02787780761719,7493700
2016-04-06,90.27333068847656,95.28666687011719,90.2300033569336,95.26667022705078,94.36347198486328,17846400
2016-04-07,95.16666412353516,95.92333221435547,93.0433349609375,93.56666564941406,92.6795883178711,13478100
2016-04-08,94.66666412353516,94.66666412353516,91.61000061035156,92.44999694824219,91.57350158691406,9370800
2016-04-11,92.96333312988281,93.16666412353516,90.5999984741211,90.9000015258789,90.0382080078125,4605600
2016-04-12,90.8933334350586,92.21666717529297,90.0633316040039,91.97000122070312,91.09806060791016,6482400
2016-04-13,92.70333099365234,93.9433364868164,92.16666412353516,93.7300033569336,92.84137725830078,6850500
2016-04-14,94.51667022705078,94.51667022705078,93.0633316040039,93.87333679199219,92.98335266113281,4241400
2016-04-15,94.19000244140625,94.22666931152344,92.54000091552734,93.53666687011719,92.64985656738281,4600200
2016-04-18,93.27333068847656,95.44999694824219,92.96666717529297,94.98999786376953,94.08943176269531,4956600
2016-04-19,94.6066665649414,94.83000183105469,92.57333374023438,93.17666625976562,92.29328155517578,5448000
2016-04-20,93.42666625976562,93.93333435058594,92.5999984741211,93.1433334350586,92.26026916503906,3968100
2016-04-21,93.5433349609375,95.95333099365234,93.19666290283203,95.8499984741211,94.94127655029297,8690700
2016-04-22,96.28666687011719,96.56999969482422,94.44666290283203,96.11333465576172,95.20211029052734,6392400
2016-04-25,95.83333587646484,96.5,95.00333404541016,95.31666564941406,94.41299438476562,5957700
2016-04-26,95.30333709716797,95.33333587646484,92.98666381835938,93.80000305175781,92.91071319580078,5975400
2016-04-27,93.90666961669922,93.90666961669922,92.0433349609375,92.49666595458984,91.61974334716797,5909700
2016-04-28,92.33333587646484,93.86666870117188,90.81999969482422,91.75666809082031,90.88674926757812,6022800
2016-04-29,91.1433334350586,91.62999725341797,88.59333038330078,89.31666564941406,88.46989440917969,9022500
2016-05-02,89.5633316040039,90.40666961669922,88.21333312988281,90.3133316040039,89.45709228515625,5728800
2016-05-03,89.78333282470703,90.1866683959961,88.48332977294922,88.58333587646484,87.74349975585938,4938000
2016-05-04,88.35333251953125,88.35333251953125,85.78666687011719,86.01000213623047,85.19456481933594,7965000
2016-05-05,86.3566665649414,86.81666564941406,85.34333038330078,86.39666748046875,85.57755279541016,4208400
2016-05-06,85.50666809082031,86.4433364868164,84.0,85.09333038330078,84.28658294677734,6726900
2016-05-09,85.4000015258789,87.97666931152344,85.33333587646484,87.30000305175781,86.47235870361328,4116600
2016-05-10,88.28333282470703,88.35333251953125,86.27666473388672,88.01667022705078,87.18220520019531,4575600
2016-05-11,88.25666809082031,88.26667022705078,85.26000213623047,85.36666870117188,84.55732727050781,3310500
2016-05-12,85.47666931152344,85.913330078125,82.96666717529297,83.91000366210938,83.1144790649414,8158200
2016-05-13,83.56999969482422,85.45333099365234,83.56999969482422,84.63333129882812,83.83094024658203,3538500
2016-05-16,85.46666717529297,87.37333679199219,85.1500015258789,87.22333526611328,86.39639282226562,4709100
2016-05-17,87.15333557128906,87.62000274658203,86.04666900634766,86.38999938964844,85.57096099853516,4221300
2016-05-18,85.94666290283203,87.92333221435547,85.93333435058594,87.58999633789062,86.75958251953125,4584000
2016-05-19,87.0633316040039,88.0,85.55999755859375,86.30000305175781,85.48182678222656,4157400
2016-05-20,86.62666320800781,88.38333129882812,86.51000213623047,88.05999755859375,87.22512817382812,3422400
2016-05-23,88.16666412353516,89.41666412353516,87.88999938964844,88.67666625976562,87.83594512939453,3777900
2016-05-24,89.3499984741211,90.8566665649414,88.97000122070312,90.68000030517578,89.8202896118164,4047900
2016-05-25,91.0,91.96666717529297,90.84333038330078,91.67666625976562,90.8074951171875,3596700
2016-05-26,91.67666625976562,91.6866683959961,90.5999984741211,91.2300033569336,90.36506652832031,2545800
2016-05-27,91.5999984741211,92.0633316040039,90.8133316040039,92.0633316040039,91.19051361083984,2502600
2016-05-31,92.80000305175781,93.71666717529297,92.5,93.25666809082031,92.37252807617188,5422200
2016-06-01,92.98332977294922,94.03333282470703,92.47000122070312,93.72666931152344,92.83807373046875,4647300
2016-06-02,93.68333435058594,95.43000030517578,93.68333435058594,95.42666625976562,94.5219497680664,5378400
2016-06-03,94.76000213623047,95.20999908447266,92.6433334350586,93.92333221435547,93.03286743164062,6130800
2016-06-06,94.04000091552734,95.60333251953125,92.86666870117188,95.3566665649414,94.4526138305664,4620900
2016-06-07,94.11333465576172,94.21666717529297,92.43333435058594,92.91999816894531,92.03905487060547,6059700
2016-06-08,93.29666900634766,93.29666900634766,92.16999816894531,92.84333038330078,91.96309661865234,3295200
2016-06-09,92.07666778564453,93.16999816894531,91.12000274658203,91.1933364868164,90.32876586914062,4588500
