Date,PH,APH,FISV,IQV,USB,PNR,FIS,AEP,TROW,MOS,ALXN,GILD,TWTR,EIX,EBAY,STX,HSIC,PAYC,SJM,NEM,AKAM,TTWO,NFLX,EA,DISCK,AMZN,HRB,REGN,FLT,CTL,WST,EFX,IDXX,RHI,DISCA,NOW,HBI,ADSK,DVA,ZBRA,WMT,AOS,UAA,BBY,VZ,CERN,VRTX,FFIV,DLTR,ABC
2016/1/5,0.000278600439810927,0.0001269754692158122,2.0890251111177233e-05,1.0891079786895808e-06,2.313706031893547e-05,7.325924533394786e-05,3.997583230741658e-05,6.716639960440146e-05,1.700074218300745e-05,1.7904146450480178e-05,1.4174028528610854e-06,0.000160607820231886,0.0008282272383048306,1.1505761707197714e-07,0.00013920224797497223,2.7330007254268753e-06,1.1612851687972741e-05,0.0009646280383580728,5.609260001709248e-05,1.1774287593625794e-06,3.0905980036839866e-05,0.00028330139316046915,0.0004468365040620225,0.0003134641731930818,1.903152607157554e-05,2.5364387234512467e-05,8.214467990045624e-05,0.0002179556474707399,0.0007786799933329246,2.294770891777603e-05,0.0001626761227362984,3.614614183770403e-05,9.867664122440094e-05,1.0533072758514482e-05,5.149584256018094e-06,6.93860039372135e-07,0.0006064399154886574,1.7571306285009412e-06,4.2663997102496166e-05,0.0006470580270702515,0.0005511936226917737,3.138048200038604e-05,3.760478835092827e-05,0.0002618420629564738,0.00018608524741938078,1.8945763049843915e-06,2.0671110225590414e-05,1.7967982908482344e-05,0.00021717280337459044,0.0002108419166168222
2016/1/6,0.00017804705308067082,0.0005732322926216757,5.76364466182427e-05,3.056577180472974e-05,0.00023197546982410078,0.000537755204524736,0.000345304029658313,1.3941154948145554e-05,0.0005140414869614294,0.004621778683650251,2.0240512400903313e-05,0.00010863998079144775,0.0005990731638890989,4.402732002398479e-05,0.0001219130785461474,0.0019770897219760462,0.00010390961854452251,1.180282784223633e-05,5.367115231136002e-05,5.733086201228074e-05,0.0009030661916665547,0.00046332658884412197,0.007919385861153051,0.0003838957529267761,4.556355741153171e-05,3.240897792146769e-06,5.247697172435693e-05,0.00041695716641151876,0.0009264738265134154,0.00011800464115891759,4.4351194464271694e-05,6.439066628669881e-05,5.0772079246704537e-05,0.0007252657805882753,5.189430653006703e-05,0.0009731828194475862,5.452960363560451e-06,0.0002009347975568726,0.00019561457544248732,0.0016627638710453902,9.926327634773678e-05,0.00039982196852798505,1.224685569651107e-05,0.001543293447059164,8.236751709033512e-05,6.322906822966278e-05,9.863761360694883e-05,0.0002453247306477993,4.5278278419992996e-05,0.0002372892087933157
2016/1/7,0.00029227665946690145,0.0013474137351313716,0.00013218143959834426,0.0005594058974085098,0.000368019538532085,0.0007154321320164402,2.8501773162872418e-08,0.0001342452416316865,0.000732696406276386,0.0012266737339782124,0.0029307833128041443,0.0016988153264944055,0.002945773931984837,2.463021776565146e-05,0.0007640221301921723,3.6742747787842134e-05,0.0002758323964272827,0.0002432506319394074,0.00029661671769155574,0.00025709447409861505,0.0021553462609169333,0.0022924072363396386,0.0007220182123586304,0.0003741984326186396,0.0009965902021025514,0.0015873202906866583,7.786179324533515e-05,0.0011770289418635456,0.0010150970455934797,0.0004175571215474868,0.0004952552039696837,0.0013496172555086381,0.0004579410662476389,1.2653018669481521e-05,0.0009557005738585824,0.000488606668345809,0.00027429849499579893,0.0038012027895519868,6.326767928979083e-05,0.0021506064325118044,0.0005299957966191466,0.002508759434362991,0.0005612881457555945,8.659128886508414e-05,3.0328194144923647e-05,7.521562744443552e-07,0.003760180377242617,0.001173557461473112,0.0006782961210501235,0.0010531708183051582
2016/1/8,0.00033002446097405276,0.00022835210241703302,5.988820566787037e-05,1.5083584484398863e-06,0.00020322258015354925,0.00033261014209971313,0.0003265446855034956,2.382998497908999e-06,0.0006593310925691262,0.0006044152188082634,0.0013280143636729635,4.308193131400585e-06,0.0001936762082176785,2.947366834782289e-08,5.4412776400253476e-06,0.003557855426238751,8.476655853077744e-05,0.004396144214359572,5.048473420439428e-06,0.0021266721253065416,3.4944952948130756e-06,6.103869665419744e-06,0.0007874270613255069,0.00011384403886778328,0.000760478823679764,2.146391840369572e-06,0.00017500827438132437,0.00042817271837311907,3.4773818211776057e-05,0.00010765517956468025,9.745345378638075e-05,0.0008640972067596281,0.00010449996418774727,0.0006266184887370337,0.0004238359188013019,0.0003713456308653509,0.002348549641167159,0.0002745964261146482,5.462470111292654e-07,7.272621438450129e-06,0.0005372681400525587,0.001312545005323845,0.0015382643402519593,0.0018718389923722731,9.539570946685286e-05,0.0003379697185978057,0.0014190343395480657,1.1359985962296574e-05,7.137783244675383e-05,3.36617397573483e-05
2016/1/11,3.959118833067213e-06,6.006765199758019e-05,2.1838926216575333e-05,6.682447549500472e-05,1.617911668422642e-05,9.438061984430679e-06,0.00019148673881701268,7.596721074232714e-05,2.8831900243213433e-05,0.002077881418287677,0.0015448085350115643,2.687280220924512e-07,0.0002773700792795828,0.00024531556293101985,0.0001822725037524202,0.0013879987501966625,0.000691386653619235,8.209712034182056e-05,3.3808235951987704e-05,0.0032633496980622053,0.0031865287898404718,0.00017446758843364028,0.0010006899464900952,0.0002877378780787937,3.6217010462219126e-05,0.0003047294342292589,9.561669577580168e-06,0.0004988561854098797,0.0008434449911441423,3.891737757600575e-05,1.8821755735653245e-05,1.6146293654581396e-05,8.388723851702132e-05,5.2103883094271915e-08,4.822586209208135e-05,2.7400625100001464e-05,0.002510318802016177,9.503353653285525e-06,4.2553400390693234e-05,4.361317058717482e-05,0.00011331660476809292,0.0006878231214647439,0.004839216395766768,0.00027041880954286723,3.34436127514962e-05,0.0006512040106171316,0.0039695263522140705,0.00022424127961781084,3.072530369557381e-05,0.0016504996764520926
2016/1/12,2.3956074780740754e-06,0.0006131080614003812,0.00023896970141375643,7.724456363630596e-05,0.00035672121346817456,0.0001831784076266752,0.000311802610640889,0.00010530550731225097,0.0006663585110985301,0.000988062684765101,0.0007440305190852372,3.8416526359203076e-05,2.3342401436680837e-06,1.137522918423922e-05,1.7687584361278833e-05,4.8902875805580395e-05,2.2856616861694585e-07,6.655935015303668e-05,5.8873529560303056e-05,0.0,0.0009460773192843869,0.0006557501716539531,0.00019339109976653635,0.0004718288607008449,0.0002549894117090732,5.896671052784023e-08,4.680809985120464e-06,0.00014933509253194769,0.0001033508266483688,0.0009184171825127699,0.00023899447872392134,3.3378566072311446e-05,0.00013160354711128238,2.510272322975548e-05,0.00036757963564906093,0.0009514116799525405,1.8103467081773892e-05,6.397701394555673e-05,1.067270732805413e-05,0.0002782108332464944,8.811063087248358e-05,0.0001904843422461103,0.0009500985883187192,0.000552567998236146,1.2637094728091088e-05,0.0010655886699856005,8.919986098642112e-06,9.561216788110534e-05,0.00029492077791282183,1.6248340783867337e-06
2016/1/13,7.684979066015354e-05,0.0003507389824915182,0.0007930549377344271,0.0004585072479894913,0.0016356195922187134,0.0005303760591642041,0.00021340874576290887,1.4357796446766484e-05,0.0007823019551079329,0.0002975257566033584,0.002562569164185021,0.0023136298983559905,0.0024104218854919886,1.1329703762106936e-07,0.0009608848648643171,0.00025487486938914286,0.00014954355941663205,0.005284838821451753,0.000434516667952674,0.000742906384352842,0.0005230596711404041,0.0011479226230341024,0.008076538495425214,0.00120632559846144,0.0006384213317749737,0.003620012763097332,0.0005814193808025591,0.0010877750854489275,0.003005058197249873,0.00026805273122059326,2.1609739730518606e-05,0.0001840272722880264,0.0007410660989730767,0.0013707976726336625,0.0009279994772585353,0.0028356933383251754,0.0008115931126420333,0.005510742363500015,0.0003906187528354731,0.003297495393678117,0.0007335777566252544,0.00236283993557533,1.5119162155376829e-05,0.0008584860950996206,0.000306695289563197,0.00019963181107892852,0.005289416021855306,0.0002219399308612779,0.0017451800057434932,0.0001232923809685045
2016/1/14,0.00010633856865463821,1.1773892368431384e-05,0.000626059079227159,9.808581188210292e-06,0.0005433626911652405,9.438490460125166e-05,0.0003905698761178277,0.000413187347634028,0.0001184980132607965,0.0013989700632457847,0.0033223959998619824,2.676713951332719e-05,0.000288508221583001,8.171263822248444e-06,0.00030816059484159084,0.001084053774091165,0.00017744132559046916,0.0008424226157397802,9.065869889648945e-05,0.00014609079257533835,0.000552729451518642,3.397828430091838e-05,2.1913804569489505e-05,0.0002960732491463915,0.0010225358219131601,0.0003629203756835733,0.000596442349527587,0.0017285874354776077,0.00039438887121673907,0.0013761570735392164,0.00032179545187327127,0.0005602090392570355,0.0001067533250679363,0.00019726623785666376,0.0008598397165685107,0.00033573487689637883,1.619412333839695e-05,0.0011828736229205486,0.0003906187528354731,0.0005331536370934198,0.00033281816573699175,0.0002085957938081549,0.0007965127701683698,0.010347261868411776,0.00026167352342582197,5.774531419549294e-06,0.0031242654177666487,2.8924469946419998e-06,8.470167025378991e-06,3.853734268490654e-05
2016/1/15,0.0008870130368408133,0.0007004323349603106,0.00036729230843185245,9.488377109742252e-05,0.000496624478559549,0.0003900575153587494,0.0009603488066542707,5.834591800225928e-05,9.318339123894058e-05,0.00026335952996720213,0.002791985669650516,0.0001629917306595446,0.0032954595127060032,5.251949240247475e-05,0.0005510831072331328,0.0015003994225079595,5.624955011251061e-07,4.329683210921168e-05,0.00029251660178936274,0.0006048614728969602,0.003676955818483599,1.1360401591695231e-05,0.0008187583244234148,0.0005860385313759006,0.00019222073064116625,0.0015399590000449415,0.0002053610138720102,0.001172958852352731,0.00024394371772396017,0.0006469887834151891,6.63837380220228e-05,3.382787780624628e-05,0.00021010756331877575,0.00017168204902815796,0.0002468713460240999,0.0005856644653252099,0.000793602223594295,0.0040597047592571675,0.00021420667171505095,0.0005009769639334027,0.0003269606992300985,0.00010368867620713454,0.00032064971807779335,0.0006453052567710628,9.711059424796191e-05,0.0006103573191002372,0.0016033121443294618,4.651540884662243e-05,2.8068219551903252e-05,0.00010380578590047889
2016/1/19,1.8623230275680348e-06,2.371592019137243e-06,0.00037161086962561184,9.967511197283853e-08,4.189721321713139e-06,0.00014825417605098947,1.8209720232310815e-05,0.00022150032262578299,8.738161238547413e-05,0.0006476364770836313,0.00014975322766338532,0.00045581989902589214,0.0052161785922586286,0.00028134395262286295,0.0003995561564843041,0.001219258748809861,0.0001220664233429931,0.000966214868277336,0.00015261227950064192,0.006689037240932948,0.0008294274754279578,6.044566482440985e-06,0.0013203582938223228,0.00038559106266627556,3.558603739913069e-05,5.6447606394032024e-05,2.456474274176775e-06,0.0012261042545977329,0.0008072845592925826,9.060550283913529e-06,0.0001995778332414484,9.360296832547726e-05,6.43168426517244e-06,1.993754178611989e-05,1.497623929171567e-05,0.0007191466104188988,0.00032624027621923335,0.0013933644199589379,0.00013224147860902541,4.493334833563571e-06,0.0001024487524462705,0.00022713888694617104,0.0005016096439899725,0.0021919872589229463,9.711059424796191e-05,4.5107841172122164e-05,0.0009167043814577031,4.572965880281614e-08,0.0004366280134066866,6.1612521765294735e-06
